productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Avocados,2017-03-19,1.1,1.79,2.0,0.79,1.28,33.18181818181818
Strawberries,2017-03-12,1.75,2.57,2.57,3.24,2.87,60.71428571428572
Romaine Lettuce,2017-03-12,0.99,1.42,1.86,1.49,2.07,72.72727272727273
Red Leaf Lettuce,2017-03-12,0.56,1.32,1.49,1.49,1.82,173.21428571428567
Oranges,2017-03-12,0.24,1.45,0.89,1.12,1.84,452.0833333333333
Iceberg Lettuce,2017-03-12,0.49,1.04,1.44,1.44,1.61,182.14285714285717
Green Leaf Lettuce,2017-03-12,0.7,1.32,1.45,1.49,1.66,111.42857142857143
Celery,2017-03-12,0.42,1.44,1.41,1.89,1.72,284.5238095238095
Cauliflower,2017-03-12,2.9,3.24,2.95,3.48,3.32,11.98275862068967
Carrots,2017-03-12,0.99,0.95,0.82,0.99,1.25,1.262626262626254
Broccoli Crowns,2017-03-12,1.4,2.31,1.66,2.02,1.83,39.64285714285716
Avocados,2017-03-12,1.1,1.46,1.6,1.75,1.95,53.63636363636364
Strawberries,2017-03-05,1.88,2.49,2.07,3.21,2.61,38.031914893617035
Romaine Lettuce,2017-03-05,0.72,1.32,1.97,1.49,1.97,134.375
Red Leaf Lettuce,2017-03-05,0.58,1.42,1.57,1.49,1.82,171.5517241379311
Oranges,2017-03-05,0.24,1.14,1.2,1.24,1.76,456.25
Iceberg Lettuce,2017-03-05,0.34,1.16,1.44,1.12,1.54,286.7647058823529
Green Leaf Lettuce,2017-03-05,0.6,1.32,1.5,1.49,1.77,153.33333333333337
Celery,2017-03-05,0.34,1.52,1.53,1.67,1.67,369.85294117647055
Cauliflower,2017-03-05,1.84,2.45,2.7,3.48,3.24,61.277173913043484
Carrots,2017-03-05,0.29,0.95,0.82,0.99,1.14,236.2068965517241
Broccoli Crowns,2017-03-05,1.14,1.8,1.76,1.82,1.88,59.210526315789494
Avocados,2017-03-05,1.11,1.49,1.62,1.7,1.91,51.35135135135136
Romaine Lettuce,2017-02-26,0.78,1.42,1.89,1.49,1.97,116.98717948717947
Red Leaf Lettuce,2017-02-26,0.6,1.32,1.86,1.49,1.82,170.4166666666667
Oranges,2017-02-26,0.24,1.35,1.0,1.24,1.45,425.0
Iceberg Lettuce,2017-02-26,0.47,1.16,1.44,1.49,1.61,203.19148936170217
Green Leaf Lettuce,2017-02-26,0.64,1.32,1.83,1.49,1.66,146.09375000000006
Celery,2017-02-26,0.34,1.44,1.61,1.89,1.67,386.0294117647058
Cauliflower,2017-02-26,1.64,2.74,2.58,3.13,3.49,82.01219512195121
Carrots,2017-02-26,0.29,0.95,0.82,0.99,1.15,237.06896551724137
Broccoli Crowns,2017-02-26,0.79,1.8,1.73,1.87,1.45,116.77215189873418
Broccoli Bunches,2017-02-26,0.56,1.46,1.19,1.29,1.63,148.66071428571428
Avocados,2017-02-26,1.11,1.44,1.67,1.62,1.62,43.01801801801801
Strawberries,2017-02-19,1.75,1.99,2.37,2.22,2.99,36.71428571428572
Romaine Lettuce,2017-02-19,0.82,1.42,1.97,1.49,1.97,108.84146341463415
Red Leaf Lettuce,2017-02-19,0.7,1.48,1.3,1.49,1.7,113.21428571428575
Oranges,2017-02-19,0.24,1.27,1.02,1.04,1.45,397.9166666666667
Iceberg Lettuce,2017-02-19,0.69,1.16,1.44,1.49,1.49,102.17391304347827
Green Leaf Lettuce,2017-02-19,0.75,1.48,1.25,1.49,1.74,98.66666666666666
Celery,2017-02-19,0.37,1.44,1.61,1.67,1.67,331.7567567567568
Cauliflower,2017-02-19,1.44,2.67,2.7,3.13,2.99,99.47916666666667
Carrots,2017-02-19,0.29,0.95,0.82,0.99,1.25,245.68965517241378
Broccoli Crowns,2017-02-19,0.59,1.84,1.87,1.72,1.7,202.11864406779662
Broccoli Bunches,2017-02-19,0.46,1.7,1.08,1.24,1.63,207.06521739130434
Strawberries,2017-02-12,1.88,2.74,2.55,3.24,3.0,53.3244680851064
Romaine Lettuce,2017-02-12,0.82,1.32,1.84,1.49,1.91,100.00000000000004
Red Leaf Lettuce,2017-02-12,0.6,1.32,1.32,1.49,1.81,147.5
Oranges,2017-02-12,0.29,1.68,1.02,1.21,1.66,380.1724137931035
Iceberg Lettuce,2017-02-12,0.78,1.16,1.44,1.49,1.61,82.6923076923077
Green Leaf Lettuce,2017-02-12,0.62,1.32,1.3,1.49,1.66,132.66129032258064
Celery,2017-02-12,0.38,1.44,1.51,1.89,1.62,325.0
Cauliflower,2017-02-12,1.21,2.43,2.7,2.48,2.99,119.00826446280996
Carrots,2017-02-12,0.29,0.94,0.82,0.99,1.19,239.6551724137931
Broccoli Crowns,2017-02-12,0.78,1.67,1.73,1.84,1.45,114.42307692307692
Broccoli Bunches,2017-02-12,0.74,1.61,1.08,0.99,1.63,79.3918918918919
Strawberries,2017-02-05,2.13,2.74,2.54,3.62,2.99,39.55399061032865
Romaine Lettuce,2017-02-05,0.57,1.32,1.94,1.42,2.22,202.63157894736844
Red Leaf Lettuce,2017-02-05,0.41,1.32,1.28,1.42,1.89,260.3658536585366
Oranges,2017-02-05,0.25,1.14,1.02,1.12,1.79,407.0
Iceberg Lettuce,2017-02-05,0.59,1.16,1.44,1.39,1.49,132.20338983050848
Green Leaf Lettuce,2017-02-05,0.41,1.32,1.23,1.42,1.82,253.0487804878049
Celery,2017-02-05,0.38,1.44,1.29,1.89,1.72,317.1052631578947
Cauliflower,2017-02-05,1.0,2.42,2.7,3.38,2.99,187.25
Carrots,2017-02-05,0.29,0.95,0.82,0.99,1.15,237.06896551724137
Broccoli Crowns,2017-02-05,0.99,1.67,1.87,1.84,1.78,80.80808080808082
Broccoli Bunches,2017-02-05,0.9,1.6,1.19,1.14,1.63,54.44444444444443
Strawberries,2017-01-29,2.13,2.99,3.12,3.49,3.74,56.57276995305167
Romaine Lettuce,2017-01-29,0.45,1.32,1.84,1.39,1.84,254.99999999999997
Red Leaf Lettuce,2017-01-29,0.34,1.32,1.32,1.39,1.82,330.14705882352945
Oranges,2017-01-29,0.24,1.8,1.08,1.24,1.74,510.4166666666667
Iceberg Lettuce,2017-01-29,0.42,1.1,1.19,1.37,1.41,201.78571428571433
Green Leaf Lettuce,2017-01-29,0.34,1.32,1.3,1.39,1.66,316.9117647058823
Celery,2017-01-29,0.39,1.3,1.46,1.86,1.79,310.89743589743586
Cauliflower,2017-01-29,0.84,2.42,2.1,2.73,3.24,212.20238095238096
Carrots,2017-01-29,0.29,0.95,0.82,0.99,1.14,236.2068965517241
Broccoli Crowns,2017-01-29,1.0,1.67,1.48,1.72,1.65,62.999999999999986
Broccoli Bunches,2017-01-29,0.79,1.6,1.24,0.99,1.63,72.78481012658227
Strawberries,2017-01-22,2.13,3.32,2.74,3.49,2.87,45.77464788732397
Romaine Lettuce,2017-01-22,0.32,1.32,1.94,1.39,1.92,413.2812499999999
Red Leaf Lettuce,2017-01-22,0.31,1.32,1.28,1.39,1.89,374.1935483870968
Oranges,2017-01-22,0.24,1.34,1.1,1.16,1.79,461.45833333333337
Iceberg Lettuce,2017-01-22,0.32,1.0,1.09,1.37,1.49,286.71875
Green Leaf Lettuce,2017-01-22,0.31,1.32,1.23,1.39,1.82,364.516129032258
Celery,2017-01-22,0.39,1.44,1.46,1.89,1.72,317.30769230769226
Cauliflower,2017-01-22,0.74,2.67,2.05,3.23,3.24,278.0405405405405
Carrots,2017-01-22,0.29,0.95,0.82,0.99,1.09,231.89655172413794
Broccoli Crowns,2017-01-22,0.76,1.67,1.44,1.79,1.5,110.52631578947367
Broccoli Bunches,2017-01-22,0.63,1.78,1.37,1.24,1.63,138.88888888888889
Strawberries,2017-01-15,2.0,2.99,2.39,2.5,3.99,48.375000000000014
Romaine Lettuce,2017-01-15,0.32,1.32,1.94,1.39,1.84,407.0312499999999
Red Leaf Lettuce,2017-01-15,0.29,1.32,1.55,1.39,1.82,424.13793103448285
Oranges,2017-01-15,0.22,1.56,0.95,1.32,1.92,553.4090909090909
Iceberg Lettuce,2017-01-15,0.31,1.0,1.04,1.37,1.49,295.16129032258067
Green Leaf Lettuce,2017-01-15,0.3,1.32,1.48,1.39,1.66,387.5
Celery,2017-01-15,0.41,1.25,1.41,1.89,1.79,286.5853658536586
Cauliflower,2017-01-15,0.94,2.68,2.35,3.23,3.49,212.5
Carrots,2017-01-15,0.29,0.95,0.82,0.99,1.15,237.06896551724137
Broccoli Crowns,2017-01-15,0.66,1.67,1.76,1.74,1.65,158.33333333333334
Broccoli Bunches,2017-01-15,0.55,1.78,1.36,1.24,1.63,173.18181818181816
Strawberries,2017-01-08,1.75,3.24,2.41,3.62,2.99,75.14285714285714
Romaine Lettuce,2017-01-08,0.31,1.32,1.94,1.39,1.84,423.3870967741935
Red Leaf Lettuce,2017-01-08,0.32,1.28,1.28,1.39,1.82,350.78125
Oranges,2017-01-08,0.22,1.21,1.24,1.24,1.79,522.7272727272727
Iceberg Lettuce,2017-01-08,0.3,1.16,1.44,1.37,1.49,355.0
Green Leaf Lettuce,2017-01-08,0.3,1.28,1.38,1.39,1.77,385.00000000000006
Celery,2017-01-08,0.4,1.42,1.41,1.92,1.72,304.37499999999994
Cauliflower,2017-01-08,1.72,2.78,2.35,2.63,3.49,63.51744186046513
Carrots,2017-01-08,0.29,0.95,0.82,0.99,1.09,231.89655172413794
Broccoli Crowns,2017-01-08,0.66,1.67,1.87,1.49,1.68,154.16666666666666
Broccoli Bunches,2017-01-08,0.39,1.6,1.19,1.24,1.63,262.8205128205128
Strawberries,2017-01-01,1.75,3.49,2.87,3.99,3.24,94.14285714285717
Romaine Lettuce,2017-01-01,0.33,1.32,1.87,1.57,1.85,400.75757575757586
Red Leaf Lettuce,2017-01-01,0.33,1.28,1.5,1.57,1.82,367.4242424242425
Oranges,2017-01-01,0.22,1.56,1.24,1.37,1.79,577.2727272727273
Iceberg Lettuce,2017-01-01,0.29,1.16,1.19,1.54,1.37,353.44827586206895
Green Leaf Lettuce,2017-01-01,0.33,1.28,1.43,1.57,1.66,350.0
Celery,2017-01-01,0.39,1.33,1.56,1.87,1.79,319.8717948717949
Cauliflower,2017-01-01,1.77,2.91,2.7,3.48,3.11,72.31638418079093
Carrots,2017-01-01,0.29,1.03,0.82,0.99,1.15,243.9655172413793
Broccoli Crowns,2017-01-01,0.47,1.67,1.87,1.87,1.5,267.5531914893617
Thompson Grapes,2016-12-25,1.68,3.99,3.19,3.62,3.32,110.11904761904762
Strawberries,2016-12-25,1.75,3.0,2.99,3.74,2.99,81.71428571428572
Romaine Lettuce,2016-12-25,0.33,1.32,1.94,1.39,1.85,392.4242424242424
Red Leaf Lettuce,2016-12-25,0.33,1.28,1.55,1.39,1.75,352.27272727272725
Oranges,2016-12-25,0.22,1.34,1.24,1.12,1.9,536.3636363636364
Iceberg Lettuce,2016-12-25,0.34,1.16,1.44,1.37,1.36,291.9117647058823
Green Leaf Lettuce,2016-12-25,0.33,1.28,1.48,1.39,1.68,341.66666666666663
Flame Grapes,2016-12-25,1.26,3.24,2.69,2.99,2.49,126.38888888888889
Celery,2016-12-25,0.37,1.42,1.46,1.69,1.62,318.2432432432432
Cauliflower,2016-12-25,1.53,2.53,2.7,3.23,3.36,93.13725490196079
Carrots,2016-12-25,0.29,1.05,0.86,0.99,1.11,245.6896551724139
Broccoli Crowns,2016-12-25,0.46,1.67,1.8,1.79,1.94,291.30434782608694
Broccoli Bunches,2016-12-25,0.39,1.61,1.19,1.24,0.99,222.43589743589746
Thompson Grapes,2016-12-18,1.68,3.61,2.94,3.37,2.74,88.39285714285717
Strawberries,2016-12-18,1.69,3.82,3.0,2.99,3.61,98.5207100591716
Romaine Lettuce,2016-12-18,0.33,1.48,1.99,1.37,1.85,406.81818181818176
Red Leaf Lettuce,2016-12-18,0.33,1.32,1.56,1.37,1.81,359.09090909090907
Oranges,2016-12-18,0.22,1.54,1.16,1.12,1.78,536.3636363636364
Iceberg Lettuce,2016-12-18,0.36,1.16,1.44,1.37,1.49,279.1666666666667
Green Leaf Lettuce,2016-12-18,0.33,1.32,1.48,1.37,1.66,341.66666666666663
Flame Grapes,2016-12-18,1.26,3.24,2.49,2.49,2.11,104.96031746031744
Celery,2016-12-18,0.42,1.32,1.44,1.49,1.99,271.42857142857144
Cauliflower,2016-12-18,1.93,2.9,2.58,2.57,3.24,46.24352331606219
Carrots,2016-12-18,0.29,0.95,0.82,0.99,1.14,236.2068965517241
Broccoli Crowns,2016-12-18,0.56,1.54,1.59,1.62,1.41,175.0
Broccoli Bunches,2016-12-18,0.46,1.6,1.37,0.77,1.63,191.8478260869565
Broccoli Bunches,2016-12-11,0.42,1.6,1.19,0.93,1.6,216.66666666666669
Romaine Lettuce,2016-12-11,0.33,1.48,1.94,1.39,1.91,409.09090909090907
Red Leaf Lettuce,2016-12-11,0.37,1.32,1.55,1.39,1.92,317.56756756756755
Thompson Grapes,2016-12-11,1.68,3.49,2.56,3.49,2.99,86.45833333333334
Strawberries,2016-12-11,2.19,3.86,3.49,4.24,4.49,83.56164383561642
Oranges,2016-12-11,0.22,1.11,1.24,0.99,1.9,495.4545454545455
Iceberg Lettuce,2016-12-11,0.38,1.16,1.44,1.37,1.36,250.65789473684214
Green Leaf Lettuce,2016-12-11,0.35,1.32,1.48,1.39,1.87,332.85714285714283
Flame Grapes,2016-12-11,1.26,3.24,2.31,2.74,2.61,116.26984126984125
Celery,2016-12-11,0.41,1.23,1.27,1.67,1.79,263.4146341463415
Cauliflower,2016-12-11,1.79,2.8,2.18,2.92,3.36,57.262569832402235
Carrots,2016-12-11,0.29,0.95,0.82,0.99,1.14,236.2068965517241
Broccoli Crowns,2016-12-11,0.55,1.54,1.69,1.79,1.58,199.99999999999994
Thompson Grapes,2016-12-04,1.68,3.11,2.81,3.19,3.24,83.77976190476191
Strawberries,2016-12-04,1.69,3.82,4.61,4.49,4.15,152.5147928994083
Romaine Lettuce,2016-12-04,0.33,1.48,1.99,1.39,1.91,412.8787878787878
Red Leaf Lettuce,2016-12-04,0.33,1.32,1.55,1.39,1.82,360.60606060606057
Oranges,2016-12-04,0.22,1.35,1.2,1.24,1.78,532.9545454545455
Iceberg Lettuce,2016-12-04,0.36,1.06,1.19,1.37,1.49,254.86111111111117
Green Leaf Lettuce,2016-12-04,0.33,1.32,1.48,1.39,1.66,343.1818181818182
Flame Grapes,2016-12-04,1.26,2.86,1.86,2.69,2.24,91.46825396825398
Celery,2016-12-04,0.42,1.33,1.39,1.87,1.77,278.57142857142856
Cauliflower,2016-12-04,1.93,2.63,2.3,3.23,3.36,49.22279792746114
Carrots,2016-12-04,0.29,0.89,0.82,0.99,1.24,239.65517241379314
Broccoli Crowns,2016-12-04,0.56,1.6,1.69,1.79,1.7,202.6785714285714
Broccoli Bunches,2016-12-04,0.46,1.49,1.43,1.08,1.63,205.9782608695652
Thompson Grapes,2016-11-27,1.09,2.69,2.36,3.19,2.74,151.8348623853211
Strawberries,2016-11-27,2.63,4.66,4.61,4.62,5.49,84.22053231939167
Romaine Lettuce,2016-11-27,0.34,1.48,1.94,1.34,1.91,390.44117647058823
Red Leaf Lettuce,2016-11-27,0.37,1.32,1.55,1.34,1.81,306.7567567567568
Oranges,2016-11-27,0.26,1.34,1.27,0.99,1.64,403.8461538461538
Iceberg Lettuce,2016-11-27,0.34,1.16,1.19,1.34,1.36,271.3235294117647
Green Leaf Lettuce,2016-11-27,0.39,1.32,1.48,1.34,1.74,276.9230769230769
Flame Grapes,2016-11-27,1.29,2.81,2.29,2.69,2.36,96.70542635658911
Celery,2016-11-27,0.4,1.08,1.43,1.84,1.68,276.87499999999994
Cauliflower,2016-11-27,1.28,2.36,2.23,3.03,3.24,112.109375
Carrots,2016-11-27,0.29,0.95,0.78,0.99,1.14,232.75862068965517
Broccoli Crowns,2016-11-27,0.43,1.95,1.63,1.69,1.58,298.25581395348837
Broccoli Bunches,2016-11-27,0.39,1.78,1.2,1.24,1.63,274.99999999999994
Cauliflower,2016-11-20,1.01,2.36,2.48,2.73,3.24,167.57425742574256
Thompson Grapes,2016-11-20,1.09,2.69,2.36,3.19,2.61,148.8532110091743
Strawberries,2016-11-20,2.5,4.66,4.61,4.62,5.49,93.80000000000001
Romaine Lettuce,2016-11-20,0.33,1.67,1.94,1.34,1.91,419.69696969696975
Red Leaf Lettuce,2016-11-20,0.35,1.32,1.55,1.34,1.81,330.0
Oranges,2016-11-20,0.28,1.34,1.2,0.99,1.64,361.6071428571428
Iceberg Lettuce,2016-11-20,0.38,1.16,1.44,1.34,1.31,245.39473684210526
Green Leaf Lettuce,2016-11-20,0.37,1.32,1.48,1.34,1.74,297.2972972972973
Flame Grapes,2016-11-20,1.13,2.69,2.24,2.94,2.61,131.858407079646
Celery,2016-11-20,0.47,1.08,1.21,1.62,1.68,197.3404255319149
Carrots,2016-11-20,0.29,0.95,0.78,0.99,1.11,230.17241379310346
Broccoli Crowns,2016-11-20,0.46,1.9,1.75,1.69,1.4,266.30434782608694
Broccoli Bunches,2016-11-20,0.38,1.78,1.2,0.94,1.63,265.1315789473684
Oranges,2016-11-13,0.29,1.7,1.18,0.92,1.58,363.7931034482759
Thompson Grapes,2016-11-13,1.01,2.69,2.24,2.44,2.49,144.05940594059405
Strawberries,2016-11-13,2.63,4.66,4.75,4.87,5.24,85.55133079847911
Romaine Lettuce,2016-11-13,0.36,2.05,1.94,1.34,1.91,402.77777777777777
Red Leaf Lettuce,2016-11-13,0.33,1.32,1.32,1.34,1.81,338.6363636363637
Iceberg Lettuce,2016-11-13,0.37,1.16,1.44,1.34,1.49,266.8918918918919
Green Leaf Lettuce,2016-11-13,0.37,1.32,1.27,1.34,1.66,277.7027027027027
Honeydews,2016-11-13,1.58,3.74,3.65,3.56,3.99,136.39240506329116
Flame Grapes,2016-11-13,0.89,2.44,1.99,2.57,2.49,166.57303370786516
Celery,2016-11-13,0.7,1.08,1.31,1.14,1.37,75.00000000000003
Cauliflower,2016-11-13,1.05,2.55,2.51,2.73,3.24,162.61904761904756
Carrots,2016-11-13,0.29,1.05,0.82,0.99,1.09,240.51724137931038
Cantaloupe,2016-11-13,1.25,4.45,2.77,3.61,3.0,176.6
Broccoli Crowns,2016-11-13,0.47,1.57,1.76,1.69,1.45,244.14893617021275
Broccoli Bunches,2016-11-13,0.39,1.52,1.43,0.77,1.63,242.94871794871793
Thompson Grapes,2016-11-06,1.01,2.24,2.36,2.12,2.36,124.75247524752477
Strawberries,2016-11-06,3.0,4.49,3.99,4.62,5.49,54.9166666666667
Romaine Lettuce,2016-11-06,0.37,1.86,1.99,1.34,1.91,379.72972972972974
Red Leaf Lettuce,2016-11-06,0.35,1.32,1.32,1.34,1.85,316.42857142857144
Oranges,2016-11-06,0.28,1.18,1.33,1.06,1.79,378.57142857142844
Iceberg Lettuce,2016-11-06,0.36,1.16,1.44,1.34,1.49,277.08333333333337
Honeydews,2016-11-06,1.58,3.49,3.59,3.66,3.99,133.06962025316454
Green Leaf Lettuce,2016-11-06,0.39,1.32,1.27,1.34,1.76,264.74358974358967
Flame Grapes,2016-11-06,0.89,2.49,2.44,2.11,2.24,160.67415730337075
Celery,2016-11-06,0.73,1.41,1.31,1.89,1.72,116.78082191780818
Cauliflower,2016-11-06,0.76,2.58,2.26,2.78,3.24,257.2368421052631
Carrots,2016-11-06,0.29,0.92,0.69,0.99,1.09,218.10344827586206
Cantaloupe,2016-11-06,1.2,2.64,2.77,3.77,3.0,153.75
Broccoli Crowns,2016-11-06,0.47,1.83,1.98,1.57,1.63,272.87234042553195
Broccoli Bunches,2016-11-06,0.58,1.58,1.38,1.08,1.72,148.27586206896552
Thompson Grapes,2016-10-30,1.0,2.14,1.79,2.37,2.49,119.75000000000003
Broccoli Bunches,2016-10-30,0.48,1.61,1.21,1.08,1.72,192.70833333333334
Broccoli Crowns,2016-10-30,0.62,1.7,1.76,1.59,1.63,169.3548387096774
Cantaloupe,2016-10-30,1.08,2.99,2.72,2.72,2.88,161.80555555555557
Carrots,2016-10-30,0.29,0.92,0.69,1.99,1.09,304.3103448275862
Cauliflower,2016-10-30,0.77,2.58,2.26,2.88,3.24,255.84415584415586
Celery,2016-10-30,0.68,1.38,1.31,1.89,1.74,132.35294117647055
Flame Grapes,2016-10-30,0.87,1.89,1.99,2.24,2.24,140.22988505747125
Green Leaf Lettuce,2016-10-30,0.42,1.32,1.48,1.34,1.66,245.23809523809524
Honeydews,2016-10-30,1.58,3.87,3.65,3.66,3.99,140.03164556962022
Iceberg Lettuce,2016-10-30,0.44,1.16,1.06,1.34,1.49,186.93181818181816
Oranges,2016-10-30,0.29,1.71,1.31,1.24,1.58,403.44827586206895
Red Leaf Lettuce,2016-10-30,0.38,1.32,1.55,1.34,1.81,296.05263157894734
Romaine Lettuce,2016-10-30,0.39,1.89,1.99,1.34,1.94,358.97435897435895
Strawberries,2016-10-30,3.0,3.16,4.0,3.99,4.99,34.5
Tomatoes,2016-10-23,0.44,1.49,1.56,1.54,2.01,275.0
Strawberries,2016-10-23,0.4,2.62,2.64,3.37,3.65,667.4999999999999
Romaine Lettuce,2016-10-23,0.35,1.74,1.77,1.34,1.92,383.57142857142856
Red Leaf Lettuce,2016-10-23,0.35,1.32,1.5,1.34,1.81,326.4285714285715
Oranges,2016-10-23,0.51,1.37,1.44,1.32,1.7,185.7843137254902
Iceberg Lettuce,2016-10-23,0.33,1.16,1.06,1.34,1.41,276.51515151515144
Honeydews,2016-10-23,1.38,3.87,3.65,3.66,3.99,174.81884057971016
Green Leaf Lettuce,2016-10-23,0.38,1.32,1.43,1.34,1.74,283.5526315789474
Flame Grapes,2016-10-23,0.96,2.49,2.01,2.06,2.24,129.16666666666669
Celery,2016-10-23,0.47,1.7,1.31,1.89,1.74,253.19148936170214
Cauliflower,2016-10-23,0.81,2.58,2.76,2.88,3.24,253.70370370370364
Carrots,2016-10-23,0.29,0.95,0.82,0.99,1.14,236.2068965517241
Cantaloupe,2016-10-23,0.95,2.65,2.7,2.68,2.62,180.26315789473682
Broccoli Crowns,2016-10-23,0.55,2.38,2.08,1.59,1.5,243.18181818181816
Broccoli Bunches,2016-10-23,0.7,1.76,1.28,1.08,1.72,108.57142857142858
Tomatoes,2016-10-16,0.52,1.48,1.61,1.47,1.84,207.69230769230768
Strawberries,2016-10-16,1.15,2.69,2.32,2.87,4.32,165.21739130434784
Romaine Lettuce,2016-10-16,0.36,1.61,1.77,1.34,1.91,360.4166666666667
Red Leaf Lettuce,2016-10-16,0.35,1.32,1.27,1.34,1.75,305.71428571428567
Iceberg Lettuce,2016-10-16,0.34,1.16,1.36,1.34,1.49,293.3823529411765
Honeydews,2016-10-16,1.5,3.87,3.65,3.66,3.99,152.83333333333334
Green Leaf Lettuce,2016-10-16,0.4,1.32,1.22,1.34,1.6,242.50000000000003
Flame Grapes,2016-10-16,0.96,2.24,2.44,2.49,2.31,146.875
Celery,2016-10-16,0.33,1.55,1.31,1.89,1.72,390.1515151515151
Cauliflower,2016-10-16,0.93,2.58,2.73,2.78,3.21,203.76344086021504
Carrots,2016-10-16,0.29,0.95,0.82,0.99,1.25,245.68965517241378
Cantaloupe,2016-10-16,0.8,2.32,2.63,2.44,2.75,216.87499999999994
Broccoli Crowns,2016-10-16,0.54,1.37,2.12,1.57,1.63,209.72222222222223
Broccoli Bunches,2016-10-16,0.69,1.72,1.45,1.08,1.72,116.30434782608697
Tomatoes,2016-10-09,0.58,1.48,1.51,1.67,1.96,185.34482758620695
Strawberries,2016-10-09,1.0,2.62,2.37,2.87,3.24,177.50000000000003
Romaine Lettuce,2016-10-09,0.33,1.49,1.77,1.34,1.69,376.51515151515144
Red Leaf Lettuce,2016-10-09,0.36,1.32,1.5,1.34,1.68,305.55555555555554
Iceberg Lettuce,2016-10-09,0.34,1.16,1.11,1.34,1.49,275.0
Honeydews,2016-10-09,1.42,3.87,3.65,3.66,3.99,167.0774647887324
Green Leaf Lettuce,2016-10-09,0.39,1.32,1.43,1.34,1.62,266.025641025641
Flame Grapes,2016-10-09,0.96,2.44,1.56,2.12,2.11,114.3229166666667
Celery,2016-10-09,0.29,1.74,1.49,1.67,1.74,472.41379310344837
Cauliflower,2016-10-09,0.9,3.05,2.61,2.78,3.24,224.44444444444446
Carrots,2016-10-09,0.29,0.95,0.82,0.99,1.14,236.2068965517241
Cantaloupe,2016-10-09,0.76,2.29,2.81,2.69,2.63,242.76315789473676
Broccoli Crowns,2016-10-09,0.46,2.16,1.98,1.42,1.63,290.7608695652174
Broccoli Bunches,2016-10-09,0.62,1.5,1.45,1.08,1.72,131.8548387096774
Tomatoes,2016-10-02,0.58,1.42,1.59,1.47,1.72,167.2413793103448
Strawberries,2016-10-02,1.19,2.74,2.49,2.18,2.99,118.48739495798321
Romaine Lettuce,2016-10-02,0.34,1.32,1.97,1.34,1.69,364.7058823529411
Red Leaf Lettuce,2016-10-02,0.32,1.32,1.8,1.34,1.66,378.125
Iceberg Lettuce,2016-10-02,0.32,1.16,1.11,1.34,1.66,311.71875
Honeydews,2016-10-02,1.33,3.37,3.24,3.41,1.6,118.42105263157893
Green Leaf Lettuce,2016-10-02,0.35,1.32,1.73,1.34,1.6,327.85714285714295
Flame Grapes,2016-10-02,0.96,1.94,1.61,2.07,2.36,107.81249999999996
Celery,2016-10-02,0.28,1.53,1.49,1.69,1.67,469.6428571428571
Cauliflower,2016-10-02,0.76,2.58,2.48,2.78,3.24,264.4736842105263
Carrots,2016-10-02,0.29,0.95,0.82,0.99,1.14,236.2068965517241
Cantaloupe,2016-10-02,0.72,2.14,2.48,2.09,2.63,224.30555555555557
Broccoli Crowns,2016-10-02,0.43,1.62,1.69,1.74,1.4,274.99999999999994
Tomatoes,2016-09-25,0.5,1.42,1.64,1.42,1.71,209.49999999999997
Strawberries,2016-09-25,1.0,2.37,1.79,2.04,3.11,132.75
Romaine Lettuce,2016-09-25,0.33,1.74,1.66,1.34,1.69,387.1212121212121
Red Leaf Lettuce,2016-09-25,0.31,1.32,1.5,1.34,1.75,376.6129032258065
Iceberg Lettuce,2016-09-25,0.33,1.14,1.39,1.34,1.24,287.1212121212121
Honeydews,2016-09-25,0.83,3.37,3.24,3.16,3.49,299.3975903614458
Green Leaf Lettuce,2016-09-25,0.38,1.32,1.43,1.34,1.68,279.6052631578947
Flame Grapes,2016-09-25,0.96,2.31,2.11,2.19,1.99,123.95833333333334
Celery,2016-09-25,0.29,1.5,1.49,1.69,1.72,451.7241379310344
Cauliflower,2016-09-25,0.81,2.58,2.48,3.18,2.86,242.59259259259255
Carrots,2016-09-25,0.29,0.95,0.82,0.99,1.14,236.2068965517241
Cantaloupe,2016-09-25,0.52,2.14,2.31,2.51,2.42,350.9615384615384
Broccoli Crowns,2016-09-25,0.47,1.99,1.83,1.39,1.58,261.17021276595744
Tomatoes,2016-09-18,0.48,1.42,1.59,1.54,1.71,226.04166666666666
Strawberries,2016-09-18,0.88,2.37,2.41,2.62,3.49,209.375
Romaine Lettuce,2016-09-18,0.32,1.74,1.87,1.34,2.01,443.75
Red Leaf Lettuce,2016-09-18,0.31,1.32,1.27,1.34,1.67,351.6129032258064
Iceberg Lettuce,2016-09-18,0.32,1.19,1.24,1.34,1.69,326.5624999999999
Honeydews,2016-09-18,0.67,3.99,2.87,3.41,3.49,413.4328358208955
Green Leaf Lettuce,2016-09-18,0.36,1.32,1.22,1.34,1.6,280.5555555555556
Flame Grapes,2016-09-18,0.97,2.06,1.86,2.24,1.99,110.05154639175258
Celery,2016-09-18,0.28,1.5,1.41,1.94,1.62,477.67857142857133
Cauliflower,2016-09-18,0.91,2.46,2.16,2.78,3.24,192.30769230769232
Carrots,2016-09-18,0.29,0.95,0.9,0.99,1.52,275.8620689655172
Cantaloupe,2016-09-18,0.4,2.25,2.17,1.49,1.91,388.75
